2023-03-12 20:34:33.047904 [INFO   ] [APP] application started
2023-03-12 20:34:33.048453 [INFO   ] [APP] loading configuration from 'trader-2.json'
2023-03-12 20:34:33.048951 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-12 20:34:33.049141 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-12 20:34:33.049179 [INFO   ] [BASE] logging in with teamname='TraderTwo' and secret='secret'
2023-03-12 20:34:35.198649 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 1000; bid prices: 146900; bid volumes: 13000
2023-03-12 20:34:35.198827 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-12 20:34:35.198930 [INFO   ] [AUTO] error with order 1: price is not a multiple of tick size
2023-03-12 20:34:35.199391 [INFO   ] [AUTO] error with order 2: price is not a multiple of tick size
2023-03-12 20:34:35.412136 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 146900; bid volumes: 5000
2023-03-12 20:34:35.412433 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-12 20:34:35.413961 [INFO   ] [AUTO] error with order 3: price is not a multiple of tick size
2023-03-12 20:34:35.414863 [INFO   ] [AUTO] error with order 4: price is not a multiple of tick size
2023-03-12 20:34:35.704486 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 146900; bid volumes: 1000
2023-03-12 20:34:35.705037 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-12 20:34:35.708106 [INFO   ] [AUTO] error with order 5: price is not a multiple of tick size
2023-03-12 20:34:35.713279 [INFO   ] [AUTO] error with order 6: price is not a multiple of tick size
2023-03-12 20:34:35.903692 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 4000
2023-03-12 20:34:35.903957 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-12 20:34:35.975799 [INFO   ] [AUTO] order 7 filled for 46 lots at $147100 cents
2023-03-12 20:34:35.976986 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147100; ask volumes: 46; bid prices: 0; bid volumes: 0
2023-03-12 20:34:35.977339 [INFO   ] [AUTO] hedge order 9 filled for 46 lots at $147100 average price in cents
2023-03-12 20:34:36.185391 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147100; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-12 20:34:36.231058 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147300; ask volumes: 6000; bid prices: 147000; bid volumes: 6000
2023-03-12 20:34:36.231217 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146900; bid volumes: 46
2023-03-12 20:34:36.242492 [INFO   ] [AUTO] error with order 10: price is not a multiple of tick size
2023-03-12 20:34:36.242741 [INFO   ] [AUTO] error with order 11: price is not a multiple of tick size
2023-03-12 20:34:36.462963 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 9400; bid prices: 147000; bid volumes: 5000
2023-03-12 20:34:36.463279 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146600; bid volumes: 10000
2023-03-12 20:34:36.463624 [INFO   ] [AUTO] error with order 12: price is not a multiple of tick size
2023-03-12 20:34:36.464034 [INFO   ] [AUTO] error with order 13: price is not a multiple of tick size
2023-03-12 20:34:36.651467 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 147000; bid volumes: 900
